STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DE_TOT,Germany including former GDR,2015,,81197537,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DE_TOT,Germany including former GDR,2016,,82175684,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DE_TOT,Germany including former GDR,2017,,82521653,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DE_TOT,Germany including former GDR,2018,,82792351,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DE_TOT,Germany including former GDR,2019,,83019213,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DE_TOT,Germany including former GDR,2020,,83166711,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DE_TOT,Germany including former GDR,2021,,83155031,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DE_TOT,Germany including former GDR,2022,,83237124,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DE_TOT,Germany including former GDR,2023,,83118501,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DE_TOT,Germany including former GDR,2024,,83456045,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DE_TOT,Germany including former GDR,2025,,83577140,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2006,,5427459,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2007,,5447084,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2008,,5475791,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2009,,5511451,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2010,,5534738,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2011,,5560628,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2012,,5580516,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2013,,5602628,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2014,,5627235,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2015,,5659715,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2016,,5707251,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2017,,5748769,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2018,,5781190,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2019,,5806081,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2020,,5822763,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2021,,5840045,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2022,,5873420,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2023,,5932654,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2024,,5961249,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,DK,Denmark,2025,,5992734,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2006,,334222207,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2007,,335805090,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2008,,337757636,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2009,,339200057,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2010,,340069444,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2011,,339446253,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2012,,340292438,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2013,,340884874,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2014,,341550723,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2015,,342257711,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2016,,343444952,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2017,,344141575,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2018,,344808648,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2019,,345712139,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2020,,346640106,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2021,,346718238,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2022,,347129527,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2023,,348566968,,bp,"break in time series, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2024,,350177453,,p,provisional,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EA20,Euro area – 20 countries (from 2023),2025,,351379988,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2006,,1350700,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2007,,1342920,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2008,,1338440,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2009,,1335740,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2010,,1333290,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2011,,1329660,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2012,,1325217,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2013,,1320174,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2014,,1315819,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2015,,1314870,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2016,,1315944,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2017,,1315635,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2018,,1319133,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2019,,1324820,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2020,,1328976,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2021,,1330068,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2022,,1331796,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2023,,1365884,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2024,,1374687,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2025,,1369995,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2006,,501636394,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2007,,503611730,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2008,,505733913,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2009,,507664450,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2010,,508882514,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2011,,508823550,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2012,,510117199,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2013,,511058271,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2014,,512089105,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2015,,513296688,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2016,,514951003,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2017,,516134147,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2018,,517242770,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2019,,518506322,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2020,,519811603,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2006,,12434143,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2007,,12532713,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2008,,12681480,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2009,,12856065,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2010,,12997529,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2011,,13145040,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2012,,13296582,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2013,,13449030,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2014,,13611487,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2015,,13769934,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2016,,13911262,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2017,,14054026,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2018,,14166313,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2019,,14268108,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2020,,14376494,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2021,,14469516,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2022,,14579617,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2023,,14731804,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2024,,14936057,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EFTA,European Free Trade Association,2025,,15073574,,p,provisional,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2006,,11004716,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2007,,11036008,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2008,,11060937,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2009,,11094745,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2010,,11119289,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2011,,11123392,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2012,,11086406,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2013,,11003615,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2014,,10926807,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2015,,10858018,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2016,,10783748,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2017,,10768193,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2018,,10741165,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2019,,10724599,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2020,,10718565,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2021,,10678632,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2022,,10459782,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2023,,10413982,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2024,,10400720,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EL,Greece,2025,,10409547,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2006,,44009971,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2007,,44784666,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2008,,45668939,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2009,,46239273,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2010,,46486619,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2011,,46667174,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2012,,46818219,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2013,,46712650,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2014,,46495744,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2015,,46425722,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2016,,46418884,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2017,,46497393,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2018,,46645070,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2019,,46918951,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2020,,47318050,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2021,,47400798,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2022,,47486843,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2023,,48085361,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2024,,48619695,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,ES,Spain,2025,,49077984,,p,provisional,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2006,,436041018,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2007,,437514477,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2008,,439074280,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2009,,440467898,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2010,,441160594,,b,break in time series,,
